-4.341204441673261749e-02,2.462019382530520051e-01,9.999999999999997780e-02
-4.341204441673261749e-02,2.462019382530520051e-01,9.999999999999997780e-02
-4.341204441673261749e-02,2.462019382530520051e-01,9.999999999999997780e-02
-4.341204441673261749e-02,2.462019382530520051e-01,9.999999999999997780e-02
-4.341204441673261749e-02,2.462019382530520051e-01,9.999999999999997780e-02
-4.341204441673261749e-02,2.462019382530520051e-01,9.999999999999997780e-02
-5.209445330007914099e-02,2.954423259036624283e-01,8.660254037844383745e-02
-5.209445330007914099e-02,2.954423259036624283e-01,8.660254037844383745e-02
-5.209445330007914099e-02,2.954423259036624283e-01,8.660254037844383745e-02
-5.209445330007914099e-02,2.954423259036624283e-01,8.660254037844383745e-02
-5.209445330007914099e-02,2.954423259036624283e-01,8.660254037844383745e-02
-5.209445330007914099e-02,2.954423259036624283e-01,8.660254037844383745e-02
-5.845041773477615415e-02,3.314887914482962938e-01,4.999999999999995420e-02
-5.845041773477615415e-02,3.314887914482962938e-01,4.999999999999995420e-02
-5.845041773477615415e-02,3.314887914482962938e-01,4.999999999999995420e-02
-5.845041773477615415e-02,3.314887914482962938e-01,4.999999999999995420e-02
-5.845041773477615415e-02,3.314887914482962938e-01,4.999999999999995420e-02
-5.845041773477615415e-02,3.314887914482962938e-01,4.999999999999995420e-02
-6.077686218342566449e-02,3.446827135542727683e-01,-4.286263797015736595e-17
-6.077686218342566449e-02,3.446827135542727683e-01,-4.286263797015736595e-17
-6.077686218342566449e-02,3.446827135542727683e-01,-4.286263797015736595e-17
-6.077686218342566449e-02,3.446827135542727683e-01,-4.286263797015736595e-17
-6.077686218342566449e-02,3.446827135542727683e-01,-4.286263797015736595e-17
-6.077686218342566449e-02,3.446827135542727683e-01,-4.286263797015736595e-17
-5.845041773477616109e-02,3.314887914482962938e-01,-5.000000000000003747e-02
-5.845041773477616109e-02,3.314887914482962938e-01,-5.000000000000003747e-02
-5.845041773477616109e-02,3.314887914482962938e-01,-5.000000000000003747e-02
-5.845041773477616109e-02,3.314887914482962938e-01,-5.000000000000003747e-02
-5.845041773477616109e-02,3.314887914482962938e-01,-5.000000000000003747e-02
-5.845041773477616109e-02,3.314887914482962938e-01,-5.000000000000003747e-02
-5.209445330007914099e-02,2.954423259036623728e-01,-8.660254037844389297e-02
-5.209445330007914099e-02,2.954423259036623728e-01,-8.660254037844389297e-02
-5.209445330007914099e-02,2.954423259036623728e-01,-8.660254037844389297e-02
-5.209445330007914099e-02,2.954423259036623728e-01,-8.660254037844389297e-02
-5.209445330007914099e-02,2.954423259036623728e-01,-8.660254037844389297e-02
-5.209445330007914099e-02,2.954423259036623728e-01,-8.660254037844389297e-02
-4.627834217845537557e-02,2.624575206387211868e-01,-3.839745962155616255e-02
-4.627834217845537557e-02,2.624575206387211868e-01,-3.839745962155616255e-02
-4.627834217845537557e-02,2.624575206387211868e-01,-3.839745962155616255e-02
-4.627834217845537557e-02,2.624575206387211868e-01,-3.839745962155616255e-02
-4.627834217845537557e-02,2.624575206387211868e-01,-3.839745962155616255e-02
-4.627834217845537557e-02,2.624575206387211868e-01,-3.839745962155616255e-02
-5.263430661315239567e-02,2.985039861833550523e-01,-7.500000000000003886e-02
-5.263430661315239567e-02,2.985039861833550523e-01,-7.500000000000003886e-02
-5.263430661315239567e-02,2.985039861833550523e-01,-7.500000000000003886e-02
-5.263430661315239567e-02,2.985039861833550523e-01,-7.500000000000003886e-02
-5.263430661315239567e-02,2.985039861833550523e-01,-7.500000000000003886e-02
-5.263430661315239567e-02,2.985039861833550523e-01,-7.500000000000003886e-02
-5.496075106180189906e-02,3.116979082893315267e-01,-1.250000000000000555e-01
-5.496075106180189906e-02,3.116979082893315267e-01,-1.250000000000000555e-01
-5.496075106180189906e-02,3.116979082893315267e-01,-1.250000000000000555e-01
-5.496075106180189906e-02,3.116979082893315267e-01,-1.250000000000000555e-01
-5.496075106180189906e-02,3.116979082893315267e-01,-1.250000000000000555e-01
-5.496075106180189906e-02,3.116979082893315267e-01,-1.250000000000000555e-01
-5.263430661315239567e-02,2.985039861833550523e-01,-1.750000000000000444e-01
-5.263430661315239567e-02,2.985039861833550523e-01,-1.750000000000000444e-01
-5.263430661315239567e-02,2.985039861833550523e-01,-1.750000000000000444e-01
-5.263430661315239567e-02,2.985039861833550523e-01,-1.750000000000000444e-01
-5.263430661315239567e-02,2.985039861833550523e-01,-1.750000000000000444e-01
-5.263430661315239567e-02,2.985039861833550523e-01,-1.750000000000000444e-01
-4.627834217845538944e-02,2.624575206387211312e-01,-2.116025403784438930e-01
-4.627834217845538944e-02,2.624575206387211312e-01,-2.116025403784438930e-01
-4.627834217845538944e-02,2.624575206387211312e-01,-2.116025403784438930e-01
-4.627834217845538944e-02,2.624575206387211312e-01,-2.116025403784438930e-01
-4.627834217845538944e-02,2.624575206387211312e-01,-2.116025403784438930e-01
-4.627834217845538944e-02,2.624575206387211312e-01,-2.116025403784438930e-01
-3.759593329510886595e-02,2.132171329881107358e-01,-2.250000000000000333e-01
